class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,g,w,t,y,d,c,b,p,t,b,s,y,g,w,p,w,o,p,h,a,d
e,f,y,e,f,p,f,c,n,p,t,c,s,k,w,w,u,w,o,p,k,c,d
e,f,y,g,t,n,f,c,b,e,t,e,s,s,w,w,u,w,b,p,k,s,l
e,c,f,y,t,n,f,c,b,p,e,c,y,y,o,w,p,o,o,l,r,c,p
e,x,y,g,t,n,d,d,b,u,t,b,y,s,c,c,p,o,o,p,b,y,d
e,x,f,p,f,f,f,w,b,n,t,e,s,s,w,w,u,y,o,e,n,c,g
e,b,y,c,t,n,d,c,b,n,e,b,y,s,n,w,p,w,b,l,k,y,d
e,f,f,e,t,n,a,c,b,p,t,b,s,f,g,g,p,n,b,e,k,s,g
e,x,y,n,t,n,f,c,n,u,t,b,s,s,c,c,p,w,t,p,y,v,u
e,s,y,y,t,n,f,c,b,y,e,r,s,s,y,y,p,o,o,p,y,y,m
e,k,f,w,t,n,f,w,n,p,t,b,s,s,b,b,p,w,o,p,n,v,m
e,x,g,r,t,n,d,c,b,w,e,b,s,y,o,o,p,o,o,f,k,v,u
e,x,f,u,t,n,f,c,b,k,t,b,f,f,g,g,p,w,b,c,n,v,p
e,x,y,n,f,a,f,c,n,h,t,e,k,k,n,p,p,w,b,p,k,v,d
e,f,g,r,t,y,f,c,b,k,e,b,s,y,g,g,p,w,o,p,k,a,d
e,x,y,w,t,n,f,c,b,n,t,b,s,s,g,n,p,y,b,s,k,a,d
e,x,s,g,f,n,f,c,n,u,t,u,s,s,y,y,u,y,o,p,y,n,d
e,f,s,r,f,n,f,w,b,u,t,z,s,s,w,w,u,y,o,z,w,y,d
e,x,g,g,t,c,d,c,b,p,t,r,s,y,g,g,p,w,o,l,b,v,g
e,f,f,w,t,s,n,d,b,u,t,b,s,s,y,p,p,n,t,c,y,v,d
e,x,s,e,t,n,f,c,b,p,t,b,s,s,o,o,u,y,o,p,k,v,d
e,c,g,g,t,n,d,w,b,n,t,c,y,y,p,o,p,o,o,l,r,y,d
e,x,s,g,f,n,f,c,b,k,t,b,s,s,g,p,p,w,b,s,k,v,d
e,f,f,g,t,y,f,c,b,k,e,b,f,s,w,g,p,n,o,e,h,a,d
e,x,f,g,t,n,a,c,b,p,t,b,s,f,w,n,p,n,o,e,n,a,g
e,x,f,n,t,m,f,c,b,u,t,u,f,s,g,p,p,w,t,c,o,v,d
e,k,y,g,f,n,f,c,n,w,t,b,s,s,w,w,u,w,o,p,n,v,d
e,c,y,g,t,n,f,c,b,p,t,c,s,k,w,p,p,w,o,n,r,c,d
e,x,s,e,f,c,n,d,n,b,t,u,s,s,w,p,u,y,t,p,b,n,g
e,f,y,n,t,n,d,c,b,w,t,b,y,y,e,g,p,o,b,f,u,v,d
e,x,g,p,t,n,d,d,b,u,t,b,y,y,w,w,p,n,o,c,k,y,d
p,f,y,c,t,p,f,c,n,k,e,b,k,s,n,w,p,w,o,p,k,a,u
e,x,s,u,f,s,d,d,b,n,t,e,y,y,w,y,p,w,o,l,y,s,d
e,x,s,g,t,n,f,c,n,u,t,e,s,s,e,e,u,w,o,s,k,v,d
e,x,f,e,t,n,a,w,b,p,e,c,f,f,w,g,p,w,o,p,n,y,d
p,x,s,e,f,c,n,c,n,u,e,b,s,s,n,w,p,w,o,s,n,s,l
e,x,f,u,t,n,f,c,b,o,t,b,s,s,p,e,p,w,b,p,k,y,g
e,x,y,e,t,n,f,w,b,n,t,c,s,s,w,g,p,w,o,p,k,v,u
e,x,y,c,f,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,b,n,d
e,b,y,e,f,a,f,c,b,o,t,b,s,k,p,g,p,w,b,p,k,v,u
e,x,f,y,t,m,f,w,b,k,t,e,s,s,p,w,p,w,t,e,o,s,d
e,b,f,u,t,n,a,c,b,p,e,b,s,s,g,e,p,n,o,c,u,a,d
e,x,y,g,t,n,f,c,b,n,t,b,s,s,y,p,u,w,t,p,y,v,d
e,x,y,e,t,y,f,c,n,n,t,e,s,s,g,p,u,w,b,p,h,s,d
e,b,f,w,t,y,f,c,b,n,e,b,y,y,g,g,p,w,b,p,h,a,d
e,s,f,e,t,n,f,d,b,n,t,r,s,f,p,p,p,n,t,e,k,v,d
e,x,y,g,f,a,f,c,n,w,t,b,k,k,n,n,u,w,o,p,k,v,l
e,x,f,u,t,p,a,w,b,p,e,z,s,f,w,p,p,w,o,e,w,y,d
p,x,f,n,t,m,a,c,b,u,e,e,f,s,w,w,p,n,o,p,o,v,u
e,f,s,n,t,n,f,w,b,u,t,b,s,s,w,b,u,w,o,s,n,v,u
e,x,f,e,t,a,f,c,b,e,e,b,y,y,n,n,p,o,b,p,k,s,p
e,f,f,e,t,n,a,c,b,n,e,e,s,s,p,g,p,n,o,e,n,v,d
e,x,y,g,t,p,d,c,b,p,e,c,s,s,w,w,p,w,o,f,w,c,m
e,f,s,y,f,n,n,c,b,h,t,e,f,f,w,w,u,y,o,e,k,s,g
e,x,f,y,f,a,a,c,b,k,e,e,f,f,n,n,p,w,b,e,k,a,p
e,x,f,b,f,a,f,c,n,w,t,b,s,k,p,p,u,w,o,p,o,y,d
e,c,f,p,t,n,f,c,b,n,e,b,s,f,b,b,p,n,o,c,n,v,w
e,x,y,u,t,n,f,w,b,p,e,b,y,s,w,g,p,o,o,p,w,v,d
e,x,s,n,t,n,n,c,b,k,t,b,s,s,p,p,u,y,b,s,n,a,l
e,x,g,w,t,c,d,d,b,p,t,u,s,y,p,c,p,o,o,f,b,y,p
e,c,s,n,t,f,f,c,b,p,t,b,s,s,w,o,p,y,o,z,r,y,p
e,x,g,g,t,n,f,c,b,w,t,u,y,s,y,w,p,w,o,p,k,n,p
e,f,f,b,t,y,f,c,b,w,t,b,k,s,w,g,u,w,b,p,k,v,p
e,f,f,b,t,n,a,d,b,n,t,r,s,s,w,c,p,w,t,p,n,y,m
e,f,y,b,t,n,f,c,b,e,e,b,s,f,n,p,p,n,o,c,k,s,d
p,x,s,u,f,c,f,w,n,u,t,b,s,s,y,y,p,w,o,p,y,s,d
e,c,s,n,t,n,n,c,b,p,t,c,s,s,o,o,u,w,o,z,k,c,l
e,c,g,g,t,n,d,w,b,p,e,c,s,s,p,b,p,y,b,z,k,y,d
e,c,f,n,f,l,f,w,n,n,t,c,k,k,w,b,u,w,o,p,n,c,l
e,x,s,n,t,c,n,c,b,r,t,b,s,s,p,c,p,y,t,p,b,v,m
e,f,f,b,t,n,f,c,b,h,t,e,f,f,g,e,p,w,o,p,u,y,l
e,x,s,u,f,n,f,w,n,b,t,e,s,s,c,c,u,y,o,s,b,s,d
e,c,y,g,t,l,n,w,n,u,t,b,s,s,b,p,p,w,o,p,n,c,l
e,x,f,e,t,n,f,d,b,p,t,r,f,s,p,p,p,n,t,c,y,v,d
e,f,g,n,t,n,f,c,b,n,e,b,s,y,e,e,p,w,b,p,n,a,d
e,k,f,u,t,n,a,c,b,p,e,b,s,s,w,g,p,n,o,p,k,v,m
e,x,f,y,t,n,f,w,b,n,t,c,f,f,g,b,p,n,o,p,n,c,d
e,x,s,c,t,c,f,c,b,n,t,b,s,s,w,c,p,y,t,p,b,n,l
e,c,f,n,t,n,f,w,b,n,e,c,f,s,w,w,p,w,o,p,w,c,l
e,b,s,y,f,n,n,d,b,y,t,r,s,s,p,w,p,w,o,p,o,y,d
e,x,g,n,t,a,f,c,b,h,t,b,s,s,w,w,p,w,b,p,k,y,d
e,x,y,p,t,y,n,c,b,e,t,e,s,s,w,g,p,y,o,p,h,s,u
e,b,f,n,t,a,f,c,b,p,e,b,s,s,p,n,p,w,o,f,k,a,w
e,x,y,n,f,s,f,c,n,u,t,u,k,s,w,y,p,w,t,p,n,n,d
e,x,g,e,t,y,f,c,b,h,t,e,s,s,p,p,p,o,b,p,k,s,d
e,k,y,n,t,n,d,c,b,g,e,z,y,s,b,p,p,o,o,l,k,v,d
p,c,f,g,f,f,f,w,b,p,t,c,k,s,w,b,u,y,o,z,w,c,w
e,x,f,c,t,m,a,c,b,u,e,u,s,s,p,p,p,w,t,c,k,n,d
e,s,y,g,f,m,n,d,n,u,t,b,s,s,g,g,u,w,t,p,o,y,d
p,x,f,c,t,y,d,c,b,k,e,b,y,k,g,g,p,o,b,l,h,v,d
e,x,y,y,f,n,f,c,n,h,t,e,k,s,w,e,p,w,t,s,b,v,d
e,x,g,r,t,n,d,c,b,b,t,u,s,s,y,y,p,w,t,f,k,n,d
p,c,f,g,f,f,n,c,b,h,t,c,s,s,o,o,u,y,o,s,h,c,d
p,x,g,c,t,n,d,c,b,n,e,b,s,s,w,w,p,w,b,p,u,a,w
e,x,f,p,f,n,f,c,n,u,t,c,s,k,w,w,u,w,o,p,w,v,g
e,b,g,w,t,n,d,c,b,o,e,b,s,y,n,g,p,o,o,f,k,y,l
e,x,f,g,t,n,f,c,b,e,t,e,k,s,e,e,p,w,o,p,u,v,p
e,s,y,g,t,n,f,d,n,r,t,b,s,k,y,y,p,w,t,p,k,y,d
e,f,y,g,t,a,f,c,n,h,t,e,s,s,n,g,u,y,b,z,n,s,d
e,f,f,g,t,y,f,c,b,h,t,e,s,s,g,g,p,w,b,n,n,s,g
e,x,f,g,f,n,f,d,b,r,t,r,s,s,w,p,u,y,o,p,n,y,d
e,c,y,e,t,n,f,c,b,p,t,b,s,s,o,o,p,w,o,p,r,c,d
e,x,f,n,f,s,f,d,n,w,t,b,s,s,o,w,u,y,o,z,k,c,p
e,k,y,n,f,n,f,w,n,u,t,b,k,k,w,w,p,w,o,p,k,v,w
e,s,g,g,t,s,f,c,b,r,t,r,y,s,y,g,p,o,t,l,y,y,m
e,f,f,n,t,n,f,c,b,h,e,b,f,f,e,w,p,w,b,p,u,s,m
e,f,s,g,t,n,f,c,b,u,t,u,s,s,c,g,u,w,t,p,k,n,d
e,b,f,g,t,n,f,c,b,o,e,b,s,y,w,e,p,o,b,p,k,y,d
e,c,g,n,t,l,f,w,b,p,t,b,y,s,p,b,p,w,o,l,n,v,d
e,c,s,e,t,f,n,w,b,w,t,c,s,s,p,g,u,y,o,s,n,c,d
e,c,f,p,t,n,a,c,b,n,e,c,s,f,b,b,p,w,o,p,n,c,p
e,f,y,b,f,n,f,c,n,n,t,b,s,s,p,e,u,w,b,p,u,s,d
e,x,g,n,t,n,d,c,b,u,t,b,s,y,p,w,p,o,o,f,w,y,d
p,x,f,y,t,f,f,w,b,p,e,b,s,y,o,w,p,w,o,l,r,v,w
e,f,f,n,f,m,n,c,b,y,t,r,s,s,w,p,p,w,o,p,k,y,w
e,k,y,e,t,p,a,w,b,w,e,z,f,f,p,w,p,w,o,c,n,v,d
e,b,y,n,t,a,f,c,b,n,t,b,k,k,g,n,u,w,o,p,n,a,d
e,f,f,g,t,n,a,c,b,k,e,b,f,f,n,n,p,w,b,c,k,a,u
e,x,y,e,f,m,f,d,n,w,t,b,k,k,p,p,p,w,t,p,k,y,d
p,k,f,u,f,f,d,w,b,p,e,z,k,y,o,p,p,o,o,l,r,v,d
e,x,y,g,f,n,f,c,b,h,t,e,k,k,n,n,u,w,b,p,k,y,w
e,f,f,g,t,m,f,c,b,p,t,b,f,f,g,p,p,n,t,p,o,v,u
e,b,y,e,f,n,f,c,n,k,t,b,k,k,n,n,p,w,o,p,k,a,d
e,f,y,e,t,n,f,c,b,p,t,e,k,k,n,p,p,w,o,p,n,s,w
p,s,f,p,f,f,d,d,b,y,e,r,y,k,c,c,p,w,t,f,b,v,g
e,c,s,p,t,n,n,w,n,n,t,b,s,s,o,o,u,w,o,p,n,y,u
e,x,y,w,t,n,f,c,b,k,t,b,y,s,g,p,p,w,b,l,k,a,d
e,c,y,n,t,f,d,c,b,p,t,c,y,y,o,o,p,w,o,f,r,v,d
e,x,s,c,t,a,n,c,n,o,t,b,s,s,n,n,u,w,b,p,k,a,d
e,x,y,g,t,n,f,w,b,n,e,c,s,s,w,g,p,w,o,p,w,y,d
e,x,s,c,f,c,f,d,b,u,t,b,s,s,c,g,u,y,t,z,b,n,m
e,x,f,g,f,n,f,c,n,w,t,z,s,k,w,w,u,w,o,n,w,v,g
e,x,s,e,f,n,n,c,n,n,t,b,s,s,n,n,p,y,o,p,k,y,d
e,b,y,c,t,n,f,c,n,k,t,b,s,s,p,e,u,w,b,p,u,a,d
e,s,y,p,t,n,a,d,b,p,e,r,s,f,p,c,p,n,o,p,b,y,d
e,s,y,g,f,n,f,d,n,y,t,b,k,k,p,p,p,w,t,p,o,y,d
e,x,f,n,t,n,a,d,b,n,t,b,s,f,p,p,p,w,t,p,k,n,l
e,x,f,n,t,s,f,c,b,w,e,r,s,s,y,g,p,n,t,c,n,y,d
e,s,s,g,f,m,f,d,n,p,t,b,s,s,p,p,u,y,o,p,o,v,g
e,x,y,g,f,n,f,w,n,w,t,z,s,k,p,b,u,w,o,p,n,v,d
e,x,s,y,f,m,n,d,n,r,t,b,s,s,p,g,u,y,o,s,k,y,d
e,k,g,c,t,l,d,w,b,g,t,z,s,y,g,b,p,o,o,l,n,v,m
e,b,f,r,t,n,f,c,n,p,t,b,k,s,p,g,p,w,b,n,n,a,d
e,s,y,e,t,m,f,d,n,p,t,b,k,s,g,p,p,w,o,p,k,y,m
e,x,s,n,t,n,n,c,b,n,t,u,s,s,p,y,p,w,t,p,n,v,d
e,x,f,n,f,s,f,d,n,b,t,u,s,k,y,w,p,w,o,n,k,n,w
e,f,s,n,t,n,f,c,b,w,t,e,s,s,e,p,p,y,b,s,n,s,g
p,c,f,p,f,l,n,w,b,n,e,b,s,s,b,n,u,y,o,z,h,v,d
e,x,f,g,t,n,a,w,b,p,e,b,s,s,b,b,p,n,o,e,n,c,d
e,x,y,n,t,n,f,c,n,w,t,e,k,k,e,g,u,w,o,p,n,y,w
e,s,g,g,t,n,d,c,b,y,t,b,y,y,w,y,p,w,t,f,n,y,d
e,x,s,b,t,s,n,d,n,y,t,b,s,s,y,y,p,w,o,p,y,y,p
e,x,y,e,t,p,f,w,n,w,t,c,k,k,w,w,p,w,o,n,w,c,w
e,s,g,n,t,c,f,c,b,y,t,r,y,s,c,c,p,w,o,p,b,y,u
e,f,g,g,t,n,d,c,b,n,t,b,y,y,g,e,p,o,o,p,u,s,u
e,x,s,n,f,n,n,c,n,b,t,u,s,s,y,g,u,y,o,p,k,v,w
e,f,g,y,t,n,d,c,b,w,e,b,y,y,e,w,p,w,o,p,u,s,p
e,f,y,n,f,n,f,c,n,n,t,b,k,k,n,n,u,w,o,n,k,v,p
p,x,f,g,f,f,d,c,b,g,e,b,k,k,w,n,p,o,o,f,h,v,p
e,x,f,p,t,s,f,c,b,p,t,b,s,s,p,w,p,y,o,p,y,v,g
e,f,f,p,t,n,d,c,b,n,t,c,y,s,g,w,p,o,o,p,n,v,d
e,s,f,b,f,n,f,c,b,n,t,r,k,s,w,y,u,w,o,p,k,y,d
e,x,s,b,f,y,f,c,b,n,t,e,s,s,w,g,u,y,o,s,n,v,d
e,x,y,e,f,c,f,c,n,p,t,r,s,k,c,c,p,w,o,n,k,y,d
e,c,y,g,t,n,f,c,n,w,t,b,s,s,p,o,u,w,o,p,r,c,d
e,f,f,n,t,p,f,w,n,w,t,z,k,s,w,w,u,w,o,n,w,v,d
e,f,f,g,t,n,d,c,b,h,e,b,y,y,g,e,p,w,o,f,n,y,u
e,c,f,y,f,l,f,w,n,p,t,b,s,s,b,b,u,y,o,s,n,c,p
e,f,s,p,f,y,f,c,b,w,t,b,s,s,g,g,p,w,o,s,k,s,d
e,f,y,g,t,n,a,c,b,p,t,b,f,s,w,w,p,n,o,e,u,y,p
e,x,s,g,f,n,f,d,n,u,t,b,s,s,g,p,p,y,t,p,o,y,u
e,x,f,n,t,s,a,d,b,b,t,u,s,s,w,y,p,n,o,e,n,y,d
e,x,y,c,t,n,d,w,b,p,t,b,s,s,c,c,u,w,t,p,b,y,d
e,f,g,g,t,n,f,c,b,h,e,b,s,s,g,g,p,o,b,l,k,v,m
e,x,s,e,f,m,n,d,n,n,t,u,s,s,p,p,p,y,o,p,n,v,d
e,k,g,u,t,n,d,c,b,g,t,b,y,y,w,g,p,o,o,f,n,y,m
e,b,y,n,t,n,f,c,n,u,t,b,s,s,p,n,p,w,o,p,k,a,g
e,k,g,e,t,n,f,w,b,w,e,b,y,y,g,g,p,w,o,f,n,v,g
e,s,g,g,t,n,f,d,b,r,e,b,s,y,w,g,p,o,t,f,b,v,d
e,c,s,n,t,f,n,c,b,n,t,c,s,s,o,o,p,w,o,z,r,c,d
p,f,g,g,t,c,f,c,n,h,e,b,s,s,w,w,p,o,o,p,u,s,p
e,x,s,g,t,m,n,c,n,u,t,b,s,s,p,p,u,y,t,p,o,v,g
e,f,s,n,t,n,n,c,b,h,t,e,s,s,g,g,u,y,o,s,h,y,d
e,x,y,n,f,m,f,d,b,b,t,u,s,k,p,w,p,w,t,n,o,n,g
e,s,f,e,t,n,f,c,b,y,e,b,s,s,g,y,p,w,t,f,y,n,u
e,s,f,g,t,n,f,c,b,y,t,r,s,f,p,w,p,n,t,c,y,y,g
e,s,f,g,t,n,a,c,b,y,t,r,f,f,g,y,p,w,o,p,n,y,w
e,x,f,r,t,a,f,c,b,k,e,b,s,s,n,n,p,w,o,p,k,a,l
e,f,y,g,t,a,d,c,b,e,t,e,y,y,p,n,p,o,o,l,k,s,p
e,x,f,r,t,p,a,w,b,n,t,z,s,s,w,g,p,n,o,c,w,y,d
e,x,y,g,t,n,f,c,n,e,t,e,s,k,p,g,u,w,b,p,k,v,p
e,f,f,r,t,l,f,w,b,g,t,z,s,s,p,b,u,y,o,z,n,v,d
e,x,g,n,t,c,d,c,b,p,e,r,y,y,c,g,p,o,o,p,k,v,u
e,x,y,n,t,n,f,d,b,u,t,u,k,s,y,g,p,w,t,p,y,y,g
e,x,g,c,t,p,f,c,b,g,t,b,y,s,p,w,p,o,o,l,w,v,w
e,s,s,y,f,m,f,d,b,w,t,b,s,s,w,p,u,y,o,p,o,y,d
e,b,f,n,t,n,f,c,b,o,e,b,f,f,n,g,p,w,b,e,k,v,d
e,f,y,n,f,y,n,c,b,e,t,b,s,s,p,g,u,y,o,s,h,y,d
e,x,s,g,f,n,n,c,b,y,t,r,s,s,g,y,p,y,o,s,n,y,d
e,s,g,e,t,m,d,c,b,y,e,b,y,y,g,p,p,w,t,f,k,y,l
e,f,f,w,f,n,a,c,b,h,e,e,s,f,e,e,p,w,b,c,u,s,u
e,c,y,n,t,f,f,c,b,p,e,b,s,y,w,g,p,o,o,p,r,c,d
e,x,g,b,t,c,f,d,b,r,t,b,s,s,g,g,p,o,o,f,b,y,l
e,f,y,p,t,n,a,c,b,n,e,e,s,f,p,g,p,w,o,c,n,y,u
e,f,y,p,t,n,f,c,n,w,t,b,s,s,e,g,p,w,b,p,u,v,u
e,c,y,n,t,y,f,c,b,h,e,b,f,f,g,g,p,n,o,p,h,s,u
e,k,f,n,t,f,f,w,b,w,e,b,s,s,o,w,p,w,o,p,k,y,d
e,x,s,u,t,p,n,w,n,p,t,b,s,s,p,w,u,w,o,z,w,v,l
e,k,g,n,t,n,d,w,b,w,e,z,y,s,w,w,p,o,o,p,k,v,d
e,b,y,r,f,n,f,c,b,u,t,b,s,k,w,w,p,w,b,n,u,a,d
e,x,s,e,t,m,f,d,n,p,t,u,s,s,p,p,u,w,o,z,o,n,d
e,x,y,e,t,n,f,d,b,b,t,b,s,f,y,w,p,w,t,c,k,v,p
e,x,f,p,t,f,f,c,b,w,e,b,y,y,o,o,p,o,o,p,r,c,l
e,s,f,e,t,m,a,d,b,p,e,r,f,f,g,w,p,w,t,p,o,v,u
e,f,g,e,t,y,d,c,b,e,t,b,s,y,g,g,p,o,b,l,n,v,d
e,f,f,u,t,n,a,c,b,p,t,z,s,f,g,w,p,n,o,p,w,y,d
e,x,s,g,f,l,n,w,n,n,t,z,s,s,g,b,u,w,o,z,k,v,p
e,k,f,g,t,l,a,w,b,g,e,z,f,s,b,w,p,o,b,p,h,v,l
e,x,s,g,t,n,f,c,n,r,t,b,s,s,p,g,p,y,o,s,o,y,l
e,x,g,w,t,n,f,c,b,u,e,u,y,s,w,g,p,o,t,l,o,n,u
e,x,f,c,t,n,a,c,b,o,t,b,s,f,n,g,p,w,b,e,k,a,u
e,x,y,e,f,n,f,c,b,w,t,e,k,s,g,g,p,w,b,p,n,s,g
e,x,s,g,f,a,n,c,n,u,t,b,s,s,n,p,u,y,b,z,n,a,w
e,f,f,y,t,n,f,c,b,w,t,e,k,s,p,g,u,w,o,p,n,s,p
e,f,f,e,t,l,f,c,b,p,e,b,s,y,b,b,p,w,o,l,n,c,d
e,x,f,e,f,n,n,c,n,p,t,b,s,s,p,b,u,w,o,z,n,v,p
e,f,g,g,t,c,f,d,b,w,e,r,s,y,c,c,p,o,t,f,b,y,d
e,f,y,n,f,n,f,c,n,h,t,e,k,s,e,g,p,w,b,p,u,s,d
e,b,f,c,t,n,f,c,n,u,t,b,s,s,p,p,p,w,b,n,u,a,m
e,k,f,g,t,l,f,w,b,g,t,z,f,f,b,b,p,n,o,c,n,v,d
e,f,y,e,f,y,f,c,n,u,t,e,k,k,g,g,p,w,b,p,h,s,d
e,x,y,e,f,n,f,c,b,u,t,e,k,k,g,g,p,w,b,p,n,s,d
e,c,f,g,t,l,f,w,b,p,e,b,y,y,p,p,p,o,o,p,n,y,d
e,f,f,y,t,y,n,c,n,e,t,b,s,s,p,g,u,w,o,p,n,s,d
e,x,y,n,f,n,f,c,b,o,t,b,k,s,n,n,u,w,b,p,k,a,d
e,f,f,n,t,n,f,c,b,n,e,c,s,s,w,g,p,n,o,e,w,c,p
p,x,f,p,t,a,a,c,n,h,e,e,f,f,n,w,p,n,o,c,n,v,u
e,x,f,p,f,n,n,w,b,n,t,b,s,s,w,b,p,y,o,s,n,y,u
e,k,y,n,t,l,f,w,b,g,t,b,s,k,b,b,u,w,o,n,n,v,d
e,x,g,r,t,n,f,d,b,b,t,b,s,y,p,p,p,o,o,p,n,n,d
e,f,y,n,t,y,f,c,b,e,t,e,k,k,g,g,p,w,o,p,h,v,d
e,f,f,y,t,m,a,d,b,w,t,r,f,f,p,p,p,n,t,e,o,y,m
e,c,y,g,t,n,a,c,b,w,e,b,f,f,p,w,p,n,o,p,r,v,w
e,f,y,n,f,a,f,w,b,h,t,e,s,k,w,w,p,w,b,e,n,a,g
e,x,s,g,t,f,f,w,b,w,t,z,s,s,p,o,u,y,o,z,r,v,l
e,x,y,n,t,n,f,c,n,e,t,b,k,s,w,p,p,w,o,p,n,s,d
e,c,y,g,f,n,f,w,n,p,t,b,k,k,p,w,u,w,o,p,n,v,m
e,c,f,e,f,n,n,c,b,n,t,c,s,s,w,g,u,y,o,z,n,v,m
e,x,f,n,f,n,n,c,n,n,t,b,s,s,e,g,u,w,b,p,u,a,d
e,x,y,n,f,s,f,c,b,b,t,b,k,s,g,p,u,w,o,n,y,y,d
p,x,f,c,f,f,a,c,b,h,e,b,k,k,b,e,p,n,b,l,u,y,u
e,x,y,e,f,s,f,d,b,w,t,r,k,k,y,y,p,w,t,p,n,y,d
e,c,f,b,t,n,f,c,n,y,t,b,s,s,p,g,p,y,t,z,y,y,l
e,x,f,e,f,p,n,w,b,p,t,c,s,s,p,w,p,y,o,z,w,c,d
e,x,y,e,f,y,f,c,b,o,t,b,s,s,g,g,u,w,b,n,h,a,p
e,x,s,u,f,c,f,c,n,n,t,u,s,s,c,w,u,y,t,p,k,n,u
e,f,f,n,t,y,f,c,b,w,e,b,s,f,g,g,p,w,b,c,h,y,p
e,k,f,u,t,f,f,c,b,u,t,b,f,s,g,p,p,n,o,p,k,v,d
e,k,g,w,t,f,d,w,b,g,t,z,s,s,w,g,p,o,o,l,r,v,d
e,x,s,c,f,n,f,d,b,e,t,e,s,s,g,w,p,w,o,p,u,s,d
e,f,g,e,t,n,f,c,b,w,e,e,y,s,p,e,p,w,o,p,k,s,d
e,b,f,w,t,n,a,c,b,o,t,b,f,f,e,e,p,w,b,e,k,a,d
e,f,g,g,t,n,d,c,b,u,t,e,y,y,n,w,p,o,b,p,k,v,w
e,f,f,n,t,n,a,c,b,u,t,e,f,s,n,w,p,w,b,e,k,s,d
e,x,f,w,t,s,f,c,b,b,t,b,s,f,y,p,p,w,t,c,y,n,d
e,x,f,n,t,n,f,d,b,b,t,u,s,f,g,y,p,w,t,p,n,y,l
e,x,g,e,t,a,f,c,b,u,t,e,s,s,w,n,p,w,o,p,h,s,m
e,x,g,p,t,n,d,d,b,p,e,r,s,y,w,c,p,w,o,f,b,y,u
e,x,g,n,t,f,d,c,b,p,e,b,s,y,g,o,p,o,o,p,r,y,d
e,x,f,u,t,n,d,w,b,p,e,z,s,y,p,p,p,o,o,p,n,v,l
e,f,f,g,t,n,f,c,b,p,e,c,f,f,g,o,p,w,o,c,n,c,d
e,f,f,n,t,s,f,c,b,w,e,u,f,s,p,y,p,w,t,p,y,n,d
e,k,f,u,t,f,a,w,b,u,e,b,f,s,w,w,p,n,o,p,r,v,d
e,x,s,n,f,n,f,c,n,b,t,u,s,s,c,c,p,y,t,s,n,v,p
e,x,y,n,t,p,d,w,b,g,t,z,s,y,w,w,p,o,o,p,w,y,u
e,f,f,p,t,n,f,c,b,p,t,b,f,f,g,p,p,w,o,p,u,y,l
e,s,s,n,f,n,n,d,b,p,t,b,s,s,g,p,u,w,t,s,o,v,d
e,f,y,e,t,y,f,c,b,e,e,b,s,s,p,e,p,o,o,p,k,a,w
e,f,s,n,t,n,f,c,b,u,t,b,s,s,e,p,u,w,o,z,u,s,u
e,x,f,e,t,f,f,c,b,p,e,c,s,f,p,g,p,w,o,p,n,y,d
e,b,y,g,t,n,f,c,b,o,e,b,y,y,e,e,p,w,o,p,u,a,d
e,f,y,g,t,n,a,c,b,p,e,b,f,f,w,e,p,n,o,p,k,a,l
e,x,s,p,f,n,n,c,n,u,t,c,s,s,w,w,p,y,o,p,n,y,m
e,b,f,c,f,n,a,c,b,h,t,e,f,s,w,n,p,w,b,e,k,s,g
e,f,y,n,t,c,f,d,n,r,t,b,s,s,c,c,p,w,t,p,n,y,u
e,f,y,e,t,n,f,c,b,w,t,e,f,s,n,n,p,n,b,c,k,s,d
e,x,y,y,t,p,f,w,b,n,e,c,y,s,w,p,p,o,o,l,k,c,w
e,x,g,n,t,n,d,w,b,n,t,b,s,y,o,o,p,o,o,p,r,c,l
e,x,f,e,t,n,a,w,b,g,e,z,s,f,g,b,p,n,b,z,k,a,d
e,x,y,p,f,m,f,c,b,n,t,b,s,s,p,p,p,w,o,p,o,y,d
e,x,y,n,f,c,f,d,n,w,t,b,k,k,c,c,p,w,t,p,k,y,m
e,s,f,b,t,n,f,d,b,w,e,r,s,f,y,y,p,w,o,c,y,y,d
e,b,y,r,t,n,n,c,b,k,t,b,s,s,n,n,p,w,o,s,k,a,d
e,x,y,n,t,n,f,c,n,b,t,b,k,k,g,p,u,w,o,p,n,n,d
e,f,f,g,t,n,f,c,n,o,t,b,k,k,g,g,u,w,o,p,h,y,u
e,k,f,e,f,p,n,w,b,g,t,z,s,s,w,w,p,y,o,z,w,v,d
e,k,y,n,t,p,a,w,b,p,e,z,f,f,w,w,p,n,o,p,k,v,w
e,x,y,n,t,n,f,c,b,o,t,b,s,f,e,e,p,w,b,c,n,a,d
e,b,f,r,t,a,a,c,b,o,e,b,s,f,g,n,p,w,b,c,n,a,d
e,x,f,p,t,p,a,w,b,n,e,c,f,s,p,g,p,n,o,c,w,c,d
e,k,y,n,t,n,f,w,b,g,e,z,s,s,b,b,p,o,o,f,n,y,d
